TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
LAC,LAC vs. LAL,3/3/2022,W,48,132,51,93,54.8,17,27,63,13,15,86.7,13,33,46,32,12,10,3,22,21
TOR,TOR vs. DET,3/3/2022,L,48,106,36,83,43.4,7,26,26.9,27,36,75,14,27,41,12,10,5,4,22,-2
DET,DET vs. IND,3/4/2022,W,48,111,42,94,44.7,15,30,50,12,18,66.7,19,33,52,28,13,5,9,22,5
MIN,MIN @ OKC,3/4/2022,W,48,138,49,91,53.8,22,47,46.8,18,23,78.3,7,34,41,35,18,17,7,17,37
PHX,PHX vs. NYK,3/4/2022,W,48,115,38,85,44.7,17,34,50,22,27,81.5,3,30,33,28,10,7,3,22,1
NYK,NYK @ PHX,3/4/2022,L,48,114,40,86,46.5,13,29,44.8,21,30,70,12,37,49,23,14,7,5,22,-1
ORL,ORL @ TOR,3/4/2022,W,48,103,36,95,37.9,11,37,29.7,20,21,95.2,12,43,55,24,11,5,4,18,6
TOR,TOR vs. ORL,3/4/2022,L,48,97,37,93,39.8,12,37,32.4,11,17,64.7,12,42,54,22,12,2,8,18,-6
UTA,UTA @ NOP,3/4/2022,L,48,90,31,89,34.8,11,41,26.8,17,26,65.4,22,30,52,15,21,7,2,14,-34
NOP,NOP vs. UTA,3/4/2022,W,48,124,50,97,51.5,11,36,30.6,13,17,76.5,15,37,52,29,11,11,5,23,34
MIL,MIL @ CHI,3/4/2022,W,48,118,43,88,48.9,10,31,32.3,22,33,66.7,12,38,50,20,14,5,5,18,6
CLE,CLE @ PHI,3/4/2022,L,48,119,44,82,53.7,10,28,35.7,21,24,87.5,10,31,41,30,12,5,4,22,-6
PHI,PHI vs. CLE,3/4/2022,W,48,125,41,75,54.7,14,33,42.4,29,32,90.6,3,27,30,23,12,8,3,24,6
WAS,WAS vs. ATL,3/4/2022,L,48,114,46,85,54.1,14,29,48.3,8,9,88.9,7,34,41,37,14,2,7,29,-3
OKC,OKC vs. MIN,3/4/2022,L,48,101,37,86,43,9,35,25.7,18,21,85.7,8,31,39,19,23,12,4,16,-37
ATL,ATL @ WAS,3/4/2022,W,48,117,38,91,41.8,13,36,36.1,28,34,82.4,13,26,39,18,4,6,5,16,3
HOU,HOU @ DEN,3/4/2022,L,48,101,38,83,45.8,10,36,27.8,15,22,68.2,9,35,44,25,15,4,3,21,-15
IND,IND @ DET,3/4/2022,L,48,106,39,100,39,10,40,25,18,28,64.3,21,34,55,24,14,4,9,16,-5
CHI,CHI vs. MIL,3/4/2022,L,48,112,47,94,50,10,26,38.5,8,11,72.7,5,35,40,25,12,5,2,23,-6
DEN,DEN vs. HOU,3/4/2022,W,48,116,39,86,45.3,13,33,39.4,25,31,80.6,10,31,41,27,10,10,4,21,15
LAL,LAL vs. GSW,3/5/2022,W,48,124,44,89,49.4,18,41,43.9,18,21,85.7,12,35,47,25,20,10,6,18,8
MEM,MEM vs. ORL,3/5/2022,W,48,124,46,92,50,14,34,41.2,18,27,66.7,6,49,55,25,8,7,4,14,28
DAL,DAL vs. SAC,3/5/2022,W,48,114,40,84,47.6,14,36,38.9,20,27,74.1,10,29,39,22,10,7,2,22,1
SAS,SAS @ CHA,3/5/2022,L,48,117,45,98,45.9,11,37,29.7,16,20,80,13,38,51,28,10,7,6,18,-6
PHI,PHI @ MIA,3/5/2022,L,48,82,28,82,34.1,7,41,17.1,19,23,82.6,13,28,41,13,12,9,4,17,-17
SAC,SAC @ DAL,3/5/2022,L,48,113,46,94,48.9,9,25,36,12,18,66.7,10,35,45,24,16,5,1,28,-1
MIN,MIN vs. POR,3/5/2022,W,48,135,48,85,56.5,15,37,40.5,24,29,82.8,9,33,42,36,11,10,7,21,14
GSW,GSW @ LAL,3/5/2022,L,48,116,46,92,50,15,34,44.1,9,19,47.4,10,31,41,22,16,11,4,20,-8
CHA,CHA vs. SAS,3/5/2022,W,48,123,42,91,46.2,16,42,38.1,23,29,79.3,11,39,50,29,9,8,5,16,6
POR,POR @ MIN,3/5/2022,L,48,121,40,85,47.1,16,38,42.1,25,30,83.3,11,30,41,24,16,5,1,23,-14
MIA,MIA vs. PHI,3/5/2022,W,48,99,35,72,48.6,13,28,46.4,16,19,84.2,6,32,38,20,14,6,3,19,17
ORL,ORL @ MEM,3/5/2022,L,48,96,37,86,43,11,35,31.4,11,16,68.8,1,40,41,25,12,7,5,20,-28
WAS,WAS vs. IND,3/6/2022,W,48,133,45,86,52.3,17,42,40.5,26,32,81.3,5,31,36,33,6,6,4,16,10
TOR,TOR @ CLE,3/6/2022,L,48,96,37,94,39.4,6,24,25,16,26,61.5,14,31,45,17,7,13,3,20,-8
LAC,LAC vs. NYK,3/6/2022,L,48,93,33,88,37.5,11,34,32.4,16,22,72.7,9,34,43,17,10,2,5,23,-23
UTA,UTA @ OKC,3/6/2022,W,48,116,40,89,44.9,23,52,44.2,13,17,76.5,11,37,48,27,11,4,4,21,13
DEN,DEN vs. NOP,3/6/2022,W,53,138,47,87,54,10,33,30.3,34,43,79.1,10,37,47,32,15,7,8,26,8
MIL,MIL vs. PHX,3/6/2022,W,48,132,47,87,54,15,32,46.9,23,29,79.3,14,34,48,31,15,9,6,19,10
NOP,NOP @ DEN,3/6/2022,L,53,130,48,101,47.5,14,33,42.4,20,29,69,14,35,49,30,14,9,4,30,-8
MEM,MEM @ HOU,3/6/2022,L,48,112,44,97,45.4,5,26,19.2,19,27,70.4,12,28,40,27,11,12,8,27,-11
NYK,NYK @ LAC,3/6/2022,W,48,116,42,89,47.2,13,29,44.8,19,30,63.3,15,42,57,19,10,4,5,18,23
IND,IND @ WAS,3/6/2022,L,48,123,44,85,51.8,10,31,32.3,25,29,86.2,7,35,42,28,10,3,5,22,-10
HOU,HOU vs. MEM,3/6/2022,W,48,123,43,82,52.4,13,34,38.2,24,36,66.7,8,37,45,23,17,4,5,22,11
PHX,PHX @ MIL,3/6/2022,L,48,122,50,93,53.8,14,31,45.2,8,11,72.7,6,21,27,33,11,8,4,20,-10
CLE,CLE vs. TOR,3/6/2022,W,48,104,39,85,45.9,11,36,30.6,15,23,65.2,15,43,58,24,19,5,7,22,8
BOS,BOS vs. BKN,3/6/2022,W,48,126,40,83,48.2,17,36,47.2,29,38,76.3,10,27,37,25,10,9,7,19,6
BKN,BKN @ BOS,3/6/2022,L,48,120,45,89,50.6,12,27,44.4,18,20,90,12,33,45,24,16,6,4,26,-6
OKC,OKC vs. UTA,3/6/2022,L,48,103,39,92,42.4,8,40,20,17,19,89.5,11,36,47,20,8,11,9,19,-13
UTA,UTA @ DAL,3/7/2022,L,48,103,36,83,43.4,12,31,38.7,19,24,79.2,12,33,45,22,14,5,6,20,-8
DAL,DAL vs. UTA,3/7/2022,W,48,111,39,88,44.3,17,46,37,16,20,80,9,34,43,19,9,9,5,21,8
DEN,DEN vs. GSW,3/7/2022,W,48,131,46,84,54.8,10,32,31.3,29,41,70.7,7,34,41,39,9,8,5,25,7
CHI,CHI @ PHI,3/7/2022,L,48,106,39,87,44.8,8,24,33.3,20,26,76.9,14,34,48,22,13,5,4,24,-15
DET,DET vs. ATL,3/7/2022,W,53,113,43,93,46.2,12,33,36.4,15,23,65.2,15,32,47,27,14,7,2,27,3
PHI,PHI vs. CHI,3/7/2022,W,48,121,41,84,48.8,12,30,40,27,34,79.4,8,30,38,29,10,5,5,19,15
MIN,MIN vs. POR,3/7/2022,W,48,124,38,92,41.3,13,43,30.2,35,44,79.5,19,48,67,21,22,10,9,25,43
SAS,SAS vs. LAL,3/7/2022,W,48,117,46,84,54.8,9,26,34.6,16,30,53.3,12,35,47,28,18,6,7,18,7
POR,POR @ MIN,3/7/2022,L,48,81,23,83,27.7,7,28,25,28,38,73.7,8,34,42,11,18,10,5,30,-43
LAL,LAL @ SAS,3/7/2022,L,48,110,43,91,47.3,8,26,30.8,16,23,69.6,12,31,43,19,15,7,3,26,-7
GSW,GSW @ DEN,3/7/2022,L,48,124,45,88,51.1,17,40,42.5,17,23,73.9,9,32,41,29,14,5,0,30,-7
NYK,NYK @ SAC,3/7/2022,W,48,131,47,92,51.1,18,42,42.9,19,23,82.6,9,38,47,19,9,7,6,31,16
ATL,ATL @ DET,3/7/2022,L,53,110,42,93,45.2,11,38,28.9,15,22,68.2,13,35,48,28,14,3,6,25,-3
HOU,HOU @ MIA,3/7/2022,L,48,106,39,88,44.3,13,43,30.2,15,22,68.2,9,24,33,22,11,8,7,24,-17
SAC,SAC vs. NYK,3/7/2022,L,48,115,39,80,48.8,11,32,34.4,26,36,72.2,4,36,40,23,12,4,2,16,-16
MIA,MIA vs. HOU,3/7/2022,W,48,123,49,91,53.8,14,31,45.2,11,14,78.6,13,37,50,26,15,3,4,17,17
CLE,CLE @ IND,3/8/2022,W,48,127,47,94,50,9,32,28.1,24,27,88.9,14,26,40,25,8,13,6,16,3
GSW,GSW vs. LAC,3/8/2022,W,48,112,44,92,47.8,13,34,38.2,11,13,84.6,10,41,51,33,16,8,6,20,15
CHA,CHA vs. BKN,3/8/2022,L,48,121,45,92,48.9,13,41,31.7,18,22,81.8,10,31,41,26,15,12,3,24,-11
ORL,ORL vs. PHX,3/8/2022,L,48,99,35,92,38,7,39,17.9,22,25,88,8,45,53,17,12,6,2,20,-3
BKN,BKN @ CHA,3/8/2022,W,48,132,46,82,56.1,18,35,51.4,22,29,75.9,6,32,38,33,16,8,4,20,11
LAC,LAC @ GSW,3/8/2022,L,48,97,33,93,35.5,12,39,30.8,19,23,82.6,12,35,47,23,13,12,3,12,-15
IND,IND vs. CLE,3/8/2022,L,48,124,49,91,53.8,16,32,50,10,15,66.7,11,27,38,35,18,6,7,20,-3
PHX,PHX @ ORL,3/8/2022,W,48,102,35,92,38,13,37,35.1,19,23,82.6,7,45,52,24,10,7,6,20,3
OKC,OKC vs. MIL,3/8/2022,L,48,115,42,84,50,16,39,41,15,21,71.4,6,30,36,26,16,6,5,20,-27
NOP,NOP @ MEM,3/8/2022,L,48,111,41,88,46.6,11,34,32.4,18,27,66.7,12,33,45,24,15,9,3,18,-21
MIL,MIL @ OKC,3/8/2022,W,48,142,53,100,53,20,40,50,16,20,80,16,37,53,35,13,10,4,18,27
MEM,MEM vs. NOP,3/8/2022,W,48,132,48,101,47.5,16,44,36.4,20,24,83.3,15,37,52,30,12,8,6,20,21
OKC,OKC @ MIN,3/9/2022,L,48,102,36,87,41.4,14,43,32.6,16,24,66.7,9,33,42,26,16,8,0,18,-30
MIL,MIL vs. ATL,3/9/2022,W,48,124,47,94,50,12,35,34.3,18,23,78.3,11,39,50,24,9,7,2,19,9
PHX,PHX @ MIA,3/9/2022,W,48,111,45,99,45.5,11,37,29.7,10,10,100,14,41,55,26,15,8,5,18,21
SAC,SAC vs. DEN,3/9/2022,L,48,100,38,85,44.7,12,34,35.3,12,18,66.7,8,30,38,24,16,11,5,22,-6
LAC,LAC vs. WAS,3/9/2022,W,48,115,43,86,50,16,32,50,13,13,100,7,34,41,21,12,6,10,15,6
DAL,DAL vs. NYK,3/9/2022,L,48,77,27,86,31.4,6,44,13.6,17,25,68,12,25,37,11,8,3,4,24,-30
POR,POR @ UTA,3/9/2022,L,48,85,29,89,32.6,9,36,25,18,22,81.8,9,27,36,19,10,4,2,23,-38
WAS,WAS @ LAC,3/9/2022,L,48,109,41,87,47.1,10,27,37,17,20,85,9,32,41,26,13,10,3,13,-6
SAS,SAS vs. TOR,3/9/2022,L,48,104,38,84,45.2,9,32,28.1,19,20,95,7,29,36,24,14,5,4,18,-15
NOP,NOP vs. ORL,3/9/2022,L,48,102,41,93,44.1,7,31,22.6,13,18,72.2,10,31,41,23,11,11,2,22,-6
NYK,NYK @ DAL,3/9/2022,W,48,107,36,84,42.9,9,34,26.5,26,33,78.8,14,41,55,20,13,3,3,25,30
UTA,UTA vs. POR,3/9/2022,W,48,123,42,81,51.9,17,46,37,22,27,81.5,6,44,50,31,9,3,5,23,38
CHA,CHA vs. BOS,3/9/2022,L,48,101,36,85,42.4,8,33,24.2,21,28,75,15,31,46,18,16,8,7,15,-14
BOS,BOS @ CHA,3/9/2022,W,48,115,46,93,49.5,12,37,32.4,11,14,78.6,16,31,47,30,11,10,8,20,14
MIA,MIA vs. PHX,3/9/2022,L,48,90,35,88,39.8,10,33,30.3,10,13,76.9,6,32,38,27,15,8,5,9,-21
CHI,CHI @ DET,3/9/2022,W,48,114,40,76,52.6,3,15,20,31,35,88.6,2,31,33,19,11,13,0,15,6
TOR,TOR @ SAS,3/9/2022,W,48,119,41,85,48.2,11,30,36.7,26,28,92.9,13,34,47,12,10,7,1,23,15
LAL,LAL @ HOU,3/9/2022,L,53,130,47,101,46.5,18,47,38.3,18,26,69.2,12,36,48,25,16,10,7,21,-9
HOU,HOU vs. LAL,3/9/2022,W,53,139,52,102,51,17,40,42.5,18,19,94.7,10,40,50,25,20,7,4,21,9
DEN,DEN @ SAC,3/9/2022,W,48,106,40,82,48.8,9,35,25.7,17,19,89.5,10,41,51,26,20,11,3,20,6
ATL,ATL @ MIL,3/9/2022,L,48,115,43,86,50,11,38,28.9,18,22,81.8,7,37,44,26,9,6,3,20,-9
DET,DET vs. CHI,3/9/2022,L,48,108,42,82,51.2,11,31,35.5,13,17,76.5,5,27,32,25,16,6,3,25,-6
ORL,ORL @ NOP,3/9/2022,W,48,108,36,76,47.4,14,37,37.8,22,26,84.6,7,38,45,25,19,4,1,20,6
MIN,MIN vs. OKC,3/9/2022,W,48,132,45,86,52.3,22,52,42.3,20,26,76.9,6,42,48,34,14,10,5,18,30
BKN,BKN @ PHI,3/10/2022,W,48,129,51,91,56,18,40,45,9,17,52.9,10,35,45,29,12,13,15,22,29
DEN,DEN vs. GSW,3/10/2022,L,48,102,35,84,41.7,7,31,22.6,25,32,78.1,12,37,49,19,13,5,6,20,-11
PHI,PHI vs. BKN,3/10/2022,L,48,100,30,93,32.3,14,36,38.9,26,30,86.7,17,33,50,19,20,5,5,19,-29
GSW,GSW @ DEN,3/10/2022,W,48,113,42,88,47.7,14,42,33.3,15,20,75,8,28,36,26,8,9,4,25,11
NOP,NOP vs. CHA,3/11/2022,L,48,120,43,86,50,15,39,38.5,19,25,76,13,27,40,31,17,9,2,21,-22
LAC,LAC @ ATL,3/11/2022,L,48,106,40,82,48.8,12,32,37.5,14,17,82.4,6,30,36,22,12,7,3,20,-6
UTA,UTA @ SAS,3/11/2022,L,48,102,37,92,40.2,13,40,32.5,15,23,65.2,16,41,57,20,17,10,8,26,-2
LAL,LAL vs. WAS,3/11/2022,W,48,122,48,91,52.7,14,31,45.2,12,17,70.6,7,30,37,25,9,5,3,25,13
HOU,HOU vs. DAL,3/11/2022,L,48,100,41,86,47.7,6,30,20,12,19,63.2,5,34,39,29,13,9,3,23,-13
WAS,WAS @ LAL,3/11/2022,L,48,109,39,85,45.9,9,27,33.3,22,33,66.7,14,33,47,21,11,6,6,18,-13
CLE,CLE @ MIA,3/11/2022,L,48,105,35,79,44.3,8,25,32,27,29,93.1,7,33,40,25,18,5,2,23,-12
NYK,NYK @ MEM,3/11/2022,L,48,114,38,90,42.2,10,25,40,28,37,75.7,15,39,54,23,16,8,6,31,-4
BOS,BOS vs. DET,3/11/2022,W,48,114,42,90,46.7,6,32,18.8,24,30,80,13,34,47,23,9,10,3,19,11
ATL,ATL vs. LAC,3/11/2022,W,48,112,43,90,47.8,9,31,29,17,19,89.5,15,32,47,28,10,5,3,19,6
TOR,TOR @ PHX,3/11/2022,W,48,117,42,94,44.7,14,32,43.8,19,21,90.5,12,36,48,19,17,11,4,19,5
DAL,DAL @ HOU,3/11/2022,W,48,113,40,88,45.5,11,36,30.6,22,28,78.6,12,35,47,20,14,6,8,21,13
SAS,SAS vs. UTA,3/11/2022,W,48,104,34,85,40,6,29,20.7,30,43,69.8,14,40,54,15,13,8,6,20,2
MIN,MIN @ ORL,3/11/2022,L,48,110,41,90,45.6,15,45,33.3,13,13,100,5,32,37,24,9,8,5,24,-8
MIA,MIA vs. CLE,3/11/2022,W,48,117,41,86,47.7,11,35,31.4,24,27,88.9,8,34,42,28,9,9,6,26,12
CHA,CHA @ NOP,3/11/2022,W,48,142,52,87,59.8,22,47,46.8,16,20,80,6,32,38,41,14,11,1,23,22
PHX,PHX vs. TOR,3/11/2022,L,48,112,44,88,50,11,36,30.6,13,17,76.5,5,35,40,27,16,7,8,23,-5
MEM,MEM vs. NYK,3/11/2022,W,48,118,46,104,44.2,9,26,34.6,17,29,58.6,19,35,54,23,10,8,16,27,4
DET,DET @ BOS,3/11/2022,L,48,103,35,83,42.2,10,34,29.4,23,24,95.8,11,31,42,21,14,4,4,22,-11
ORL,ORL vs. MIN,3/11/2022,W,48,118,40,86,46.5,16,40,40,22,25,88,10,39,49,31,12,4,3,11,8
UTA,UTA vs. SAC,3/12/2022,W,48,134,48,86,55.8,16,41,39,22,31,71,10,34,44,21,10,4,5,20,9
MIL,MIL @ GSW,3/12/2022,L,48,109,38,92,41.3,17,44,38.6,16,23,69.6,8,31,39,27,5,8,2,16,-13
IND,IND @ SAS,3/12/2022,W,48,119,45,92,48.9,14,36,38.9,15,15,100,9,38,47,23,13,6,10,20,11
CHI,CHI vs. CLE,3/12/2022,W,48,101,39,88,44.3,9,21,42.9,14,15,93.3,8,38,46,20,14,12,5,18,10
SAC,SAC @ UTA,3/12/2022,L,48,125,47,94,50,13,33,39.4,18,21,85.7,8,25,33,27,7,6,3,20,-9
TOR,TOR @ DEN,3/12/2022,W,48,127,48,102,47.1,12,31,38.7,19,25,76,23,27,50,28,8,12,6,23,12
GSW,GSW vs. MIL,3/12/2022,W,48,122,45,93,48.4,18,45,40,14,15,93.3,12,43,55,33,12,3,7,19,13
CLE,CLE @ CHI,3/12/2022,L,48,91,36,86,41.9,5,24,20.8,14,17,82.4,5,35,40,19,14,7,4,19,-10
POR,POR vs. WAS,3/12/2022,W,48,127,48,93,51.6,11,30,36.7,20,22,90.9,12,31,43,21,11,10,3,21,9
WAS,WAS @ POR,3/12/2022,L,48,118,39,83,47,14,34,41.2,26,27,96.3,9,26,35,26,15,7,8,16,-9
SAS,SAS vs. IND,3/12/2022,L,48,108,42,102,41.2,11,34,32.4,13,16,81.3,15,37,52,28,12,6,3,15,-11
DEN,DEN vs. TOR,3/12/2022,L,48,115,43,78,55.1,11,27,40.7,18,24,75,9,30,39,32,19,4,5,23,-12
MIA,MIA vs. MIN,3/12/2022,L,48,104,35,88,39.8,15,45,33.3,19,25,76,11,42,53,23,18,7,1,24,-9
MIN,MIN @ MIA,3/12/2022,W,48,113,35,83,42.2,15,42,35.7,28,32,87.5,6,40,46,21,15,12,5,19,9
NOP,NOP vs. HOU,3/13/2022,W,48,130,48,93,51.6,10,32,31.3,24,34,70.6,14,31,45,30,11,17,3,20,25
DET,DET vs. LAC,3/13/2022,L,48,102,36,80,45,12,29,41.4,18,20,90,8,36,44,23,10,3,4,18,-4
NYK,NYK @ BKN,3/13/2022,L,48,107,39,83,47,11,29,37.9,18,21,85.7,11,29,40,27,17,8,5,21,-3
BOS,BOS vs. DAL,3/13/2022,L,48,92,33,88,37.5,9,37,24.3,17,19,89.5,11,34,45,16,11,8,3,12,-3
OKC,OKC vs. MEM,3/13/2022,L,48,118,41,97,42.3,13,41,31.7,23,28,82.1,14,30,44,25,11,7,8,21,-7
PHI,PHI @ ORL,3/13/2022,W,53,116,35,92,38,14,37,37.8,32,37,86.5,10,35,45,21,8,7,3,17,2
DAL,DAL @ BOS,3/13/2022,W,48,95,33,74,44.6,15,37,40.5,14,19,73.7,4,38,42,20,18,7,5,16,3
LAL,LAL @ PHX,3/13/2022,L,48,111,36,81,44.4,16,40,40,23,31,74.2,7,30,37,24,19,4,2,14,-29
IND,IND @ ATL,3/13/2022,L,48,128,46,89,51.7,15,35,42.9,21,26,80.8,15,28,43,23,15,7,4,21,-3
MEM,MEM @ OKC,3/13/2022,W,48,125,48,102,47.1,11,29,37.9,18,20,90,20,37,57,30,13,8,5,20,7
HOU,HOU @ NOP,3/13/2022,L,48,105,39,77,50.6,12,31,38.7,15,25,60,9,30,39,24,25,3,4,26,-25
LAC,LAC @ DET,3/13/2022,W,48,106,40,89,44.9,10,30,33.3,16,20,80,11,35,46,25,6,5,3,15,4
BKN,BKN vs. NYK,3/13/2022,W,48,110,44,89,49.4,6,29,20.7,16,22,72.7,12,27,39,30,14,11,3,19,3
ATL,ATL vs. IND,3/13/2022,W,48,131,46,84,54.8,17,38,44.7,22,24,91.7,9,27,36,27,12,9,3,21,3
ORL,ORL vs. PHI,3/13/2022,L,53,114,41,91,45.1,18,43,41.9,14,20,70,8,42,50,28,12,7,7,27,-2
PHX,PHX vs. LAL,3/13/2022,W,48,140,58,102,56.9,12,33,36.4,12,14,85.7,14,37,51,36,11,12,5,24,29
CLE,CLE vs. LAC,3/14/2022,W,53,120,41,86,47.7,15,30,50,23,32,71.9,12,37,49,28,12,7,4,19,9
OKC,OKC vs. CHA,3/14/2022,L,48,116,42,90,46.7,16,44,36.4,16,19,84.2,13,36,49,31,18,4,3,19,-18
MIL,MIL @ UTA,3/14/2022,W,48,117,40,86,46.5,12,31,38.7,25,29,86.2,6,36,42,21,14,10,3,19,6
TOR,TOR @ LAL,3/14/2022,W,48,114,39,96,40.6,10,37,27,26,36,72.2,19,45,64,24,13,8,9,20,11
GSW,GSW vs. WAS,3/14/2022,W,48,126,45,84,53.6,18,45,40,18,22,81.8,6,38,44,26,13,7,4,21,14
SAC,SAC vs. CHI,3/14/2022,W,48,112,39,82,47.6,10,25,40,24,26,92.3,7,38,45,25,16,10,3,21,9
ATL,ATL vs. POR,3/14/2022,W,48,122,40,109,36.7,12,48,25,30,32,93.8,17,32,49,28,4,13,6,15,9
PHI,PHI vs. DEN,3/14/2022,L,48,110,36,84,42.9,12,33,36.4,26,32,81.3,11,37,48,25,13,8,6,17,-4
DEN,DEN @ PHI,3/14/2022,W,48,114,44,82,53.7,13,33,39.4,13,20,65,6,36,42,29,14,8,3,24,4
SAS,SAS vs. MIN,3/14/2022,L,48,139,52,97,53.6,13,35,37.1,22,26,84.6,9,27,36,33,15,5,11,24,-10
CHA,CHA @ OKC,3/14/2022,W,48,134,49,91,53.8,20,35,57.1,16,21,76.2,8,29,37,33,6,12,7,17,18
LAC,LAC @ CLE,3/14/2022,L,53,111,43,98,43.9,12,36,33.3,13,17,76.5,12,31,43,29,11,5,8,24,-9
UTA,UTA vs. MIL,3/14/2022,L,48,111,37,93,39.8,17,48,35.4,20,24,83.3,13,32,45,21,14,7,4,23,-6
POR,POR @ ATL,3/14/2022,L,48,113,44,88,50,10,24,41.7,15,21,71.4,11,45,56,25,21,4,9,25,-9
MIN,MIN @ SAS,3/14/2022,W,48,149,52,90,57.8,17,33,51.5,28,32,87.5,7,33,40,28,16,8,3,20,10
WAS,WAS @ GSW,3/14/2022,L,48,112,42,82,51.2,10,26,38.5,18,23,78.3,5,30,35,28,12,7,1,18,-14
LAL,LAL vs. TOR,3/14/2022,L,48,103,34,87,39.1,13,42,31,22,29,75.9,9,34,43,20,13,7,7,27,-11
CHI,CHI @ SAC,3/14/2022,L,48,103,36,88,40.9,10,34,29.4,21,22,95.5,9,31,40,22,15,5,5,20,-9
ORL,ORL vs. BKN,3/15/2022,L,48,108,36,95,37.9,15,41,36.6,21,27,77.8,11,26,37,25,12,2,4,25,-42
NOP,NOP vs. PHX,3/15/2022,L,48,115,43,86,50,12,34,35.3,17,24,70.8,13,32,45,29,17,7,4,19,-16
MEM,MEM @ IND,3/15/2022,W,48,135,54,105,51.4,15,40,37.5,12,20,60,18,33,51,38,10,11,11,16,33
IND,IND vs. MEM,3/15/2022,L,48,102,41,98,41.8,6,30,20,14,19,73.7,16,33,49,23,19,4,3,21,-33
BKN,BKN @ ORL,3/15/2022,W,48,150,53,88,60.2,16,27,59.3,28,34,82.4,7,41,48,35,13,9,4,23,42
MIA,MIA vs. DET,3/15/2022,W,48,105,29,72,40.3,12,33,36.4,35,39,89.7,7,37,44,20,13,1,1,21,7
PHX,PHX @ NOP,3/15/2022,W,48,131,49,90,54.4,18,34,52.9,15,15,100,6,28,34,35,9,9,2,22,16
DET,DET @ MIA,3/15/2022,L,48,98,37,80,46.3,10,34,29.4,14,22,63.6,6,33,39,23,13,6,5,30,-7
SAC,SAC vs. MIL,3/16/2022,L,48,126,46,94,48.9,16,43,37.2,18,21,85.7,7,32,39,27,15,8,5,21,-9
BKN,BKN vs. DAL,3/16/2022,L,48,111,45,91,49.5,9,26,34.6,12,15,80,19,26,45,28,11,2,2,21,-2
TOR,TOR @ LAC,3/16/2022,W,48,103,38,83,45.8,11,32,34.4,16,21,76.2,13,30,43,14,11,5,1,12,3
PHX,PHX @ HOU,3/16/2022,W,48,129,53,95,55.8,13,33,39.4,10,13,76.9,13,36,49,32,11,5,4,18,17
LAC,LAC vs. TOR,3/16/2022,L,48,100,38,78,48.7,11,30,36.7,13,15,86.7,10,31,41,27,14,7,2,15,-3
DEN,DEN @ WAS,3/16/2022,W,48,127,46,90,51.1,15,37,40.5,20,21,95.2,8,33,41,30,10,7,3,25,18
CHA,CHA vs. ATL,3/16/2022,W,48,116,43,87,49.4,11,35,31.4,19,23,82.6,11,32,43,30,9,8,8,18,10
CLE,CLE vs. PHI,3/16/2022,L,48,114,39,80,48.8,9,28,32.1,27,32,84.4,8,31,39,25,9,9,4,17,-4
UTA,UTA vs. CHI,3/16/2022,W,48,125,42,83,50.6,19,39,48.7,22,29,75.9,10,37,47,20,17,8,6,18,15
MIL,MIL @ SAC,3/16/2022,W,48,135,47,89,52.8,18,35,51.4,23,32,71.9,8,39,47,21,13,12,3,19,9
PHI,PHI @ CLE,3/16/2022,W,48,118,41,79,51.9,12,32,37.5,24,28,85.7,7,32,39,24,11,6,2,25,4
MIN,MIN vs. LAL,3/16/2022,W,48,124,40,90,44.4,17,42,40.5,27,31,87.1,15,36,51,22,17,7,6,23,20
OKC,OKC @ SAS,3/16/2022,L,48,120,43,82,52.4,13,35,37.1,21,29,72.4,10,37,47,24,19,11,1,18,-2
HOU,HOU vs. PHX,3/16/2022,L,48,112,42,85,49.4,16,39,41,12,19,63.2,9,24,33,26,12,9,3,13,-17
CHI,CHI @ UTA,3/16/2022,L,48,110,43,91,47.3,12,34,35.3,12,17,70.6,5,32,37,28,12,10,2,22,-15
WAS,WAS vs. DEN,3/16/2022,L,48,109,41,87,47.1,5,23,21.7,22,31,71,13,35,48,26,11,7,8,18,-18
ATL,ATL @ CHA,3/16/2022,L,48,106,40,93,43,13,37,35.1,13,14,92.9,12,31,43,28,13,6,2,23,-10
POR,POR @ NYK,3/16/2022,L,48,98,40,91,44,11,34,32.4,7,14,50,10,31,41,26,12,1,3,31,-30
NYK,NYK vs. POR,3/16/2022,W,48,128,40,80,50,16,38,42.1,32,39,82.1,9,38,47,31,11,9,8,14,30
GSW,GSW vs. BOS,3/16/2022,L,48,88,32,86,37.2,11,48,22.9,13,16,81.3,7,31,38,19,8,8,4,21,-22
BOS,BOS @ GSW,3/16/2022,W,48,110,38,81,46.9,15,40,37.5,19,22,86.4,8,45,53,23,10,4,4,15,22
DAL,DAL @ BKN,3/16/2022,W,48,113,41,83,49.4,12,34,35.3,19,19,100,9,28,37,21,11,5,2,17,2
SAS,SAS vs. OKC,3/16/2022,W,48,122,43,98,43.9,19,41,46.3,17,20,85,15,33,48,31,12,10,2,18,2
LAL,LAL @ MIN,3/16/2022,L,48,104,39,93,41.9,10,44,22.7,16,23,69.6,13,25,38,23,14,7,4,25,-20
ORL,ORL vs. DET,3/17/2022,L,48,120,47,97,48.5,11,30,36.7,15,21,71.4,10,35,45,24,14,3,4,21,-14
